Tahun,Bulan,Longitude,Latitude,Nama_BPR,Kabupaten_Kota,Provinsi,Kode_Bank,Total_Aset,Piutang_Murabahah,Piutang_Istishna,Piutang_Multijasa,Piutang_Qardh,Piutang_Sewa,Pembiayaan_Mudharabah,Pembiayaan_Musyarakah,Pembiayaan_Lainnya,Salam,Agunan_yang_Diambil_Alih,Tabungan_Wadiah,Tabungan_Mudharabah,Deposito_Mudharabah,Cadangan_Kerugian_Penurunan_Nilai_1,Cadangan_Kerugian_Penurunan_Nilai_2,Liabilitas_Segera,Liabilitas_kepada_BI,Liabilitas_kepada_Bank_Lain,Pembiayaan_Diterima,Liabilitas_Lainnya,Dana_Syirkah_Temporer,Pendapatan_setelah_distribusi_bagi_hasil,Pendapatan_dari_penyaluran_dana,Beban_Operasional,Zakat,Laba_Rugi_Bersih,KPMM,NPF_Neto,NPF_Gross,ROA,BOPO,FDR,Cash_Ratio,NI
2011,12,,,PT Bank Perekonomian Rakyat Syariah Muamalat Harkat,Kab. Seluma,Provinsi Bengkulu,620052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,12,,,PT Bank Perekonomian Rakyat Syariah Suriyah,Kab. Cilacap,Provinsi Jawa Tengah,620086,40292800.0,26231964.0,121252.0,1097146.0,43983.0,207042.0,1511111.0,2349964.0,,0.0,,9272950.0,595286.0,14963060.0,635256.0,,508692.0,0.0,11137664.0,0.0,,,4207537.0,6873449.0,3017600.0,0.0,974598.0,14.37,2.57,,5.79,,110.2,8609816.0,
2011,12,,,PT Bank Perekonomian Rakyat Syariah Central Syariah Utama,Kota Surakarta/Solo,Provinsi Jawa Tengah,620137,7338197.0,3413761.0,0.0,91381.0,0.0,0.0,1303759.0,135544.0,,0.0,,442037.0,692527.0,2125770.0,44268.0,,37802.0,0.0,2786869.0,0.0,,,694014.0,1227528.0,760082.0,0.0,-69991.0,19.79,7.97,,-1.14,,136.78,877734.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Lampung Barat (Perseroda),Kab. Lampung Barat,Provinsi Lampung,620175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Buana Mitra Perwira,Kab. Purbalingga,Provinsi Jawa Tengah,620083,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,3.8,,2.91,,74.37,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Mitra Cahaya Indonesia,Kab. Sleman,Provinsi D.I. Yogyakarta,620133,9071296.0,3143880.0,0.0,190539.0,0.0,0.0,6597.0,2407000.0,,0.0,,674198.0,1014390.0,6262400.0,42880.0,,116727.0,0.0,461970.0,0.0,,,1037570.0,1697158.0,809489.0,0.0,238082.0,6.62,3.74,,3.29,,71.33,2289189.0,
2012,12,,,PT BPRS Haji Miskin,Kab. Tanah Datar,Provinsi Sumatera Barat,620099,26648051.0,19398975.0,0.0,659417.0,0.0,562592.0,1127710.0,0.0,,0.0,,0.0,5713709.0,4658000.0,247269.0,,87607.0,0.0,10467926.0,2290850.0,,,2967880.0,4808857.0,2312260.0,16765.0,572103.0,17.35,2.76,,0.22,,83.41,4267017.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Riyal Irsyadi,Kota Bekasi,Provinsi Jawa Barat,620005,33057033.0,26995156.0,0.0,0.0,0.0,3118.0,22500.0,0.0,,0.0,,4781284.0,11988.0,10288240.0,457151.0,,60088.0,0.0,14070308.0,0.0,,,4236953.0,7322641.0,2731327.0,0.0,1254385.0,19.18,2.43,,4.51,,85.53,5429354.0,
2012,12,,,PT BPRS Guguk Mas Makmur,Kab. Limapuluh Koto,Provinsi Sumatera Barat,620194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Bandar Lampung (Perseroda),Kota Bandar Lampung,Provinsi Lampung,620051,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23,2.71,,2.49,,89.35,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Alsalaam Amal Salman,Kota Depok,Provinsi Jawa Barat,620101,216688485.0,193308967.0,0.0,1023168.0,799293.0,0.0,986128.0,0.0,,0.0,,10615399.0,28078273.0,151247134.0,6681271.0,,891394.0,0.0,6683128.0,0.0,,,29896795.0,48019717.0,24875105.0,0.0,3634782.0,10.75,5.41,,2.36,,93.17,14733661.0,
2012,12,,,PT BPRS Taeh Baruah,Kab. Limapuluh Koto,Provinsi Sumatera Barat,620190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Formes Sleman,Kab. Sleman,Provinsi D.I. Yogyakarta,620136,20971503.0,11326141.0,0.0,714900.0,22458.0,0.0,735665.0,62759.0,,0.0,,1447058.0,3747290.0,9851300.0,187479.0,,181746.0,0.0,4527801.0,0.0,,,1576897.0,3070710.0,1385253.0,0.0,166808.0,9.11,11.71,,1.02,,85.49,7737808.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Albarokah,Kota Depok,Provinsi Jawa Barat,620053,8197623.0,4044647.0,0.0,0.0,237327.0,0.0,180000.0,0.0,,0.0,,3895.0,1180723.0,3877647.0,49244.0,,90624.0,0.0,26883.0,0.0,,,1291951.0,1912773.0,947505.0,0.0,323572.0,0.0,6.12,,0.0,,0.0,3168938.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Khatulistiwa,Kab. Pasaman,Provinsi Sumatera Barat,620201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Rajasa Lampung Tengah (Perseroda),Kab. Lampung Tengah,Provinsi Lampung,620129,10101130.0,3883486.0,0.0,0.0,42000.0,4622411.0,0.0,0.0,,0.0,,733090.0,176814.0,812000.0,254914.0,,57342.0,0.0,3613999.0,0.0,,,2342665.0,2497954.0,1926967.0,0.0,357208.0,79.0,18.34,,23.39,,169.0,1363933.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Sleman (Perseroda),Kab. Sleman,Provinsi D.I. Yogyakarta,620193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT BANK PEREKONOMIAN RAKYAT SYARIAH MASYARAKAT LINTAU BUO,Kab. Agam,Provinsi Sumatera Barat,620196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Alhijrah Amanah,Kota Depok,Provinsi Jawa Barat,620062,5020865.0,3069099.0,0.0,0.0,88340.0,0.0,96849.0,555807.0,,0.0,,839741.0,0.0,783630.0,98799.0,,73110.0,0.0,1496048.0,0.0,,,676835.0,890374.0,583338.0,0.0,30802.0,34.0,31.38,,0.61,,122.23,662903.0,
2012,12,,,PT BPRS Sungai PuaSyariah,Kab. Agam,Provinsi Sumatera Barat,620186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Tanggamus (Perseroda),Kab. Tanggamus,Provinsi Lampung,620082,22671858.0,15446591.0,0.0,0.0,0.0,0.0,0.0,41666.0,,0.0,,397727.0,8095691.0,341154.0,187981.0,,31521.0,0.0,5803781.0,0.0,,,2517174.0,3331308.0,2064657.0,0.0,381646.0,80.0,1.81,,2.15,,82.55,6486293.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Dana Hidayatullah,Kota Yogyakarta,Provinsi D.I. Yogyakarta,620107,30606339.0,13085470.0,0.0,506233.0,401281.0,28333.0,951558.0,43866.0,,0.0,,744474.0,8296087.0,17148769.0,248699.0,,11372.0,0.0,1455179.0,0.0,,,2205570.0,3951935.0,1633212.0,0.0,521208.0,13.85,7.9,,7.7,,87.57,13483798.0,
2012,12,,,PT. BPRS Cilegon Mandiri,Kota Cilegon,Provinsi Banten,620080,65448597.0,18887006.0,17682310.0,867236.0,14000.0,97362.0,0.0,6090927.0,,0.0,,3242812.0,4163371.0,2155500.0,1621117.0,,100752.0,0.0,2582649.0,0.0,,,5282368.0,6116537.0,4978895.0,131746.0,5026642.0,112.0,10.81,,6.74,,456.39,13232123.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Cahaya Hidup,Kab. Sleman,Provinsi D.I. Yogyakarta,620163,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84,17.42,,-17.76,,73.54,,
2012,12,,,PT. BPRS Rif'atul Ummah,Kab. Bogor,Provinsi Jawa Barat,620068,10598735.0,3514552.0,276009.0,0.0,890792.0,522363.0,0.0,11342.0,,0.0,,2199369.0,0.0,1617500.0,40860.0,,159698.0,0.0,4958634.0,36718.0,,,728932.0,1040074.0,706483.0,0.0,5515.0,0.0,30.29,,0.0,,0.0,3612177.0,
2012,12,,,PT. BPRS Hareukat,Kab. Aceh Besar,Provinsi NAD,620003,10579411.0,6103160.0,0.0,0.0,7058.0,0.0,460350.0,0.0,,0.0,,99828.0,3448725.0,2063600.0,112618.0,,3644.0,0.0,3526457.0,120000.0,,,1432846.0,2032036.0,1275324.0,0.0,151954.0,20.0,9.95,,1.44,,63.62,3584566.0,
2012,12,,,PT BANK PEREKONOMIAN RAKYAT SYARIAH NIAGA MADANI,Kota Makassar,Provinsi Sulawesi Selatan,620039,59554555.0,42820797.0,0.0,0.0,7119.0,0.0,0.0,0.0,,0.0,,0.0,3214582.0,30152150.0,987171.0,,483758.0,0.0,21728524.0,0.0,,,11678617.0,17054146.0,10888576.0,20985.0,834951.0,0.0,15.09,,0.0,,0.0,12803695.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Ampek Angkek Candung,Kab. Agam,Provinsi Sumatera Barat,620071,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18,2.37,,2.5,,90.45,,
2012,12,,,PT BPRS Berkah Amal Salman,Kota Bandung,Provinsi Jawa Barat,620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT. BPRS Safir,Kota Bengkulu,Provinsi Bengkulu,620090,96431327.0,80596709.0,0.0,0.0,1439401.0,0.0,0.0,0.0,,0.0,,10303930.0,0.0,49858750.0,957691.0,,123223.0,0.0,27438855.0,0.0,,,10562573.0,20857203.0,6825104.0,91485.0,2819396.0,10.26,10.12,,4.28,,87.98,11046895.0,
2012,12,,,PT. BPRS Asri Madani Nusantara,Kab. Jember,Provinsi Jawa Timur,620033,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49,1.46,,3.13,,87.41,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Kabupaten Ngawi Perseroda,Kab. Ngawi,Provinsi Jawa Timur,620183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT BPRS Bina Finansia,Kota Semarang,Provinsi Jawa Tengah,620102,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.23,12.91,,1.76,,84.25,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Fadhilah Kota Bengkulu (Perseroda),Kota Bengkulu,Provinsi Bengkulu,620184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Dana Mulia,Kota Surakarta/Solo,Provinsi Jawa Tengah,620122,12454547.0,5690502.0,58534.0,1189480.0,0.0,37342.0,110000.0,2433975.0,,0.0,,182413.0,1791646.0,3126948.0,73926.0,,7304.0,0.0,4810464.0,1471140.0,,,1083243.0,1749226.0,934598.0,750.0,121470.0,13.03,6.34,,1.45,,91.68,2688079.0,
2012,12,,,PT. BPRS Gotong Royong,Kab. Subang,Provinsi Jawa Barat,620172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Maslahat Dana Syariah Nusantara,Kota Bengkulu,Provinsi Bengkulu,620181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Fajar Sejahtera Bali,Kab. Badung,Provinsi Bali,620026,10783278.0,10065494.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6157555.0,0.0,4152500.0,1595316.0,,17528.0,0.0,0.0,10000.0,,,3314795.0,3933406.0,4171409.0,0.0,-859759.0,6.04,23.12,,-7.97,,4.78,2073634.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Dana Moneter,Kota Makassar,Provinsi Sulawesi Selatan,620030,20683834.0,18319744.0,0.0,0.0,31000.0,0.0,0.0,0.0,,0.0,,7984228.0,1625756.0,4332000.0,984240.0,,15950.0,0.0,34485.0,0.0,,,3727356.0,4239014.0,3693727.0,0.0,-38752.0,37.5,7.49,,0.21,,131.62,2536017.0,
2012,12,,,PT. BPRS Mitra Harmoni Kota Semarang,Kota Semarang,Provinsi Jawa Tengah,620151,7108309.0,5553578.0,0.0,1769.0,0.0,0.0,0.0,0.0,,0.0,,723222.0,1121.0,2919700.0,38546.0,,12722.0,0.0,2861721.0,0.0,,,999017.0,1295028.0,1250904.0,0.0,-252227.0,11.83,1.53,,-3.55,,78.45,1236475.0,
2012,12,,,PT BPRS Magetan (Perseroda),Kab. Magetan,Provinsi Jawa Timur,620165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Kedung Arto,Kota Semarang,Provinsi Jawa Tengah,620191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Bhakti Sumekar Perseroda,Kab. Sumenep,Provinsi Jawa Timur,620085,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.02,2.89,,6.22,,85.47,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Hikmah Bahari,Kota Tegal,Provinsi Jawa Tengah,620174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Muamalat Harkat,Kab. Seluma,Provinsi Bengkulu,620052,26783362.0,21011752.0,0.0,0.0,0.0,666680.0,0.0,21666.0,,0.0,,42213.0,8650376.0,5610100.0,148634.0,,47824.0,0.0,9580139.0,0.0,,,4180760.0,6012073.0,3122026.0,26160.0,866963.0,12.32,7.67,,2.73,,16.66,3438779.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah PNM Mentari,Kab. Garut,Provinsi Jawa Barat,620008,32331933.0,17601806.0,0.0,5136710.0,1151264.0,0.0,846749.0,0.0,,0.0,,513394.0,3768086.0,11049850.0,457969.0,,24432.0,0.0,9260434.0,1969697.0,,,4617444.0,7029867.0,2674954.0,0.0,2018566.0,23.73,1.97,,7.23,,79.3,6916034.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Harum Hikmahnugraha,Kab. Garut,Provinsi Jawa Barat,620029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Almabrur Babadan,Kab. Ponorogo,Provinsi Jawa Timur,620073,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.43,2.7,,4.89,,81.68,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Tanmiya Artha,Kota Kediri,Provinsi Jawa Timur,620130,4001239.0,2023964.0,0.0,242508.0,0.0,0.0,154225.0,0.0,,0.0,,175588.0,1563799.0,1037500.0,24614.0,,27753.0,0.0,80509.0,0.0,,,668191.0,840280.0,461342.0,0.0,179176.0,41.0,4.74,,4.96,,94.0,1468574.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Barokah Dana Sejahtera,Kota Yogyakarta,Provinsi D.I. Yogyakarta,620115,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72,6.3,,1.67,,96.24,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Sindanglaya Kotanopan,Kab. Mandailing Natal,Provinsi Sumatera Utara,620111,8342508.0,4542707.0,0.0,565548.0,0.0,0.0,0.0,733000.0,,0.0,,3229099.0,0.0,1109900.0,34395.0,,61400.0,0.0,1756892.0,0.0,,,1771015.0,1888042.0,880886.0,0.0,778617.0,44.0,0.0,,12.21,,90.61,2006578.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Lampung Timur (Perseroda),Kab. Lampung Timur,Provinsi Lampung,620140,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,4.34,,3.69,,83.15,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Vitka Central,Kota Batam,Provinsi Kep. Riau,620134,31314041.0,27151511.0,0.0,221509.0,12263.0,0.0,42044.0,0.0,,0.0,,473198.0,3288877.0,11328259.0,808303.0,,24349.0,0.0,14330871.0,0.0,,,2590202.0,5025678.0,2514239.0,0.0,43953.0,10.09,18.54,,0.15,,88.23,3898565.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Margirizki Bahagia,Kab. Bantul,Provinsi D.I. Yogyakarta,620017,34971173.0,17971448.0,0.0,783024.0,52277.0,0.0,830513.0,1369444.0,,0.0,,4647952.0,2148538.0,23236200.0,109587.0,,15218.0,0.0,1571402.0,0.0,,,2553534.0,4504634.0,1718928.0,0.0,747623.0,12.17,3.39,,2.85,,70.0,12617402.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Kotabumi (Perseroda),Kab. Lampung Selatan,Provinsi Lampung,620131,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.46,0.78,,3.72,,73.95,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Bangun Drajat Warga,Kab. Bantul,Provinsi D.I. Yogyakarta,620018,31534085.0,10596513.0,0.0,459524.0,26429.0,93062.0,8384019.0,1612777.0,,0.0,,7510424.0,10707563.0,6802865.0,424436.0,,115201.0,0.0,1889414.0,0.0,,,3316286.0,4341808.0,2102478.0,30100.0,1018349.0,20.47,8.8,,4.21,,87.53,9402295.0,
2012,12,,,PT Bank Pembiayaan Rakyat Syariah Jam Gadang Perseroda,Kota Bukittinggi,Provinsi Sumatera Barat,620185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Madina Mandiri Sejahtera,Kab. Bantul,Provinsi D.I. Yogyakarta,620118,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.88,,2.44,,89.36,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Cibitung,Kota Bekasi,Provinsi Jawa Barat,620020,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.87,2.6,,7.21,,106.0,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Harta Insan Karimah Bekasi,Kota Bekasi,Provinsi Jawa Barat,620015,103935761.0,58622715.0,0.0,141947.0,0.0,0.0,588967.0,24934001.0,,0.0,,5310621.0,213538.0,47796650.0,1881764.0,,0.0,0.0,38864209.0,0.0,,,8636865.0,18502187.0,5928885.0,51242.0,2032954.0,27.0,3.01,,2.6,,86.0,16493132.0,
2012,12,,,PT BPRS Gajahtongga KotoPiliang,Kota Sawahlunto,Provinsi Sumatera Barat,620162,12844236.0,9980569.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7994777.0,0.0,3021000.0,135675.0,,31480.0,0.0,170104.0,0.0,,,2386660.0,2717472.0,2096294.0,0.0,253417.0,14.04,3.23,,2.26,,90.6,2843934.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Gebu Prima,Kota Medan,Provinsi Sumatera Utara,620055,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45,12.94,,-2.27,,61.78,,
2012,12,,,PT. BPRS Ummu,Kab. Pasuruan,Provinsi Jawa Timur,620074,8042542.0,5678030.0,0.0,0.0,0.0,0.0,421938.0,0.0,,0.0,,4292069.0,0.0,520200.0,317012.0,,3616.0,0.0,777987.0,1291667.0,,,1566336.0,1809122.0,1441087.0,0.0,274288.0,16.22,12.59,,-13.9,,77.37,1460854.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Artha Amanah Ummat,Kab. Semarang,Provinsi Jawa Tengah,620116,10791792.0,6108200.0,0.0,817166.0,0.0,0.0,58500.0,422777.0,,0.0,,73351.0,2822666.0,5629500.0,139299.0,,9396.0,0.0,1339779.0,0.0,,,1054766.0,1733518.0,708551.0,8212.0,280236.0,12.7,2.41,,3.54,,86.88,3339647.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Gala Mitra Abadi,Kab. Grobogan,Provinsi Jawa Tengah,620063,7473179.0,3770276.0,0.0,0.0,207400.0,0.0,94414.0,1444940.0,,0.0,,970913.0,0.0,5201110.0,421298.0,,35675.0,0.0,648030.0,0.0,,,544159.0,1531867.0,908234.0,0.0,-229835.0,0.0,57.31,,0.0,,0.0,1988903.0,
2012,12,,,PT. BPRS Asad Alif,Kab. Kendal,Provinsi Jawa Tengah,620070,9615647.0,6313917.0,0.0,0.0,0.0,0.0,0.0,540987.0,,0.0,,50167.0,5321739.0,1778500.0,78987.0,,0.0,0.0,1049238.0,0.0,,,1202101.0,1668696.0,992202.0,11469.0,170272.0,14.0,10.26,,2.3,,98.0,2311587.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Daarul Hayat,Kota Cimahi,Provinsi Jawa Barat,620035,8568516.0,4169100.0,0.0,156048.0,152454.0,0.0,0.0,763500.0,,0.0,,10463.0,609484.0,6191200.0,130343.0,,0.0,0.0,1081642.0,0.0,,,762181.0,1732772.0,1022828.0,0.0,-199706.0,15.0,3.49,,-5.42,,84.51,1451838.0,
2012,12,,,PT BPRS SHADIQ AMANAH,Kota Cimahi,Provinsi Jawa Barat,620019,245068281.0,143411046.0,0.0,26015846.0,7583837.0,0.0,200000.0,0.0,,0.0,,14432684.0,0.0,213792162.0,2516561.0,,410417.0,0.0,772878.0,0.0,,,34357196.0,44434304.0,33954698.0,0.0,38568.0,11.0,4.55,,0.02,,72.65,53804300.0,
2012,12,,,PT. BPRS Al-Yaqin,Kab. Simalungun,Provinsi Sumatera Utara,620092,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.12,1.18,,4.33,,166.4,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Amanah Bangsa,Kab. Simalungun,Provinsi Sumatera Utara,620032,7793662.0,2796969.0,0.0,0.0,58302.0,0.0,3172556.0,28603.0,,0.0,,3315287.0,0.0,2953000.0,119998.0,,11419.0,0.0,615590.0,0.0,,,1414673.0,1824222.0,1200402.0,0.0,170541.0,88.9,5.87,,1.58,,116.0,1707498.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Al Washliyah,Kota Medan,Provinsi Sumatera Utara,620036,14123127.0,4404615.0,0.0,848336.0,0.0,0.0,97138.0,0.0,,0.0,,133144.0,2897971.0,6438250.0,662267.0,,250571.0,0.0,2571403.0,0.0,,,1576436.0,2216399.0,2273219.0,0.0,-671727.0,59.0,8.14,,-4.76,,56.5,8664146.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Tani Tulang Bawang Barat (Perseroda),Kab. Tulang Bawang Barat,Provinsi Lampung,620176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT BPRS Artha Surya Barokah,Kota Semarang,Provinsi Jawa Tengah,620084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT BPRS Mentari Pasaman Saiyo,Kab. Pasaman Barat,Provinsi Sumatera Barat,620059,6830345.0,5225822.0,0.0,0.0,28500.0,0.0,0.0,92611.0,,0.0,,0.0,4729021.0,915000.0,322860.0,,168456.0,0.0,582234.0,0.0,,,1250169.0,1622219.0,1689900.0,0.0,-376784.0,11.91,9.95,,-5.25,,93.81,1609224.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Carana Kiat Andalas,Kab. Agam,Provinsi Sumatera Barat,620064,23052947.0,18155289.0,0.0,0.0,3135.0,0.0,0.0,0.0,,0.0,,8310008.0,0.0,7819455.0,435060.0,,238266.0,0.0,4784267.0,0.0,,,3266626.0,4411851.0,3398760.0,0.0,41225.0,12.16,10.6,,0.18,,79.66,3889692.0,
2012,12,,,PT BANK PEREKONOMIAN RAKYAT ARTHA MADANI,Kota Bekasi,Provinsi Jawa Barat,620088,41041366.0,27005584.0,0.0,0.0,73399.0,0.0,0.0,8270000.0,,0.0,,8316803.0,174500.0,18612800.0,198097.0,,178776.0,0.0,6818709.0,0.0,,,6110246.0,8344435.0,4217973.0,46238.0,1914934.0,18.0,1.72,,558.0,,108.73,3876327.0,
2012,12,,,PT BPRS Hidayah,Wil. Kota Jakarta Barat,Provinsi DKI Jakarta,620119,24691946.0,11967448.0,0.0,0.0,0.0,0.0,5593846.0,0.0,,0.0,,1095250.0,227698.0,832699.0,903170.0,,19462.0,0.0,21110172.0,0.0,,,1221693.0,4638646.0,2478926.0,1100.0,-1270711.0,9.3,30.54,,-4.52,,71.42,6106473.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Hasanah Mandiri,Kota Depok,Provinsi Jawa Barat,620006,10265939.0,8074755.0,0.0,0.0,0.0,0.0,81400.0,0.0,,0.0,,0.0,4088.0,4990000.0,32963.0,,6895.0,0.0,3753858.0,33536.0,,,819825.0,1824650.0,742263.0,0.0,77562.0,17.65,11.47,,0.76,,101.32,591030.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Mitra Harmoni Yogyakarta,Kota Yogyakarta,Provinsi D.I. Yogyakarta,620149,9424548.0,7961241.0,0.0,16101.0,0.0,0.0,27500.0,0.0,,0.0,,1249838.0,236468.0,5992500.0,43397.0,,33979.0,0.0,1106517.0,0.0,,,1198045.0,1814130.0,1331942.0,0.0,-134601.0,11.06,0.85,,-1.53,,91.11,1013763.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Unisia Insan Indonesia,Kota Yogyakarta,Provinsi D.I. Yogyakarta,620178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Way Kanan (Perseroda),Kab. Lampung Selatan,Provinsi Lampung,620157,16405795.0,7903131.0,0.0,3136224.0,1263200.0,0.0,0.0,0.0,,0.0,,3950468.0,1490262.0,220500.0,191762.0,,116063.0,0.0,6918516.0,0.0,,,2599812.0,2886978.0,1253846.0,0.0,1220599.0,38.78,1.0,,11.85,,125.31,4108874.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Danagung Syariah,Kab. Sleman,Provinsi D.I. Yogyakarta,620128,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.58,,1.71,,65.58,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Mitra Amal Mulia,Kab. Sleman,Provinsi D.I. Yogyakarta,620117,22667322.0,13627229.0,0.0,887564.0,205075.0,433354.0,372217.0,220950.0,,0.0,,475830.0,1763799.0,14476321.0,277975.0,,30349.0,0.0,1734402.0,0.0,,,2087593.0,3665846.0,1543350.0,13156.0,421013.0,22.68,2.36,,1.86,,87.32,4515075.0,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Balerong Bunta,Kab. Tanah Datar,Provinsi Sumatera Barat,620197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Al Falah,Kab. Banyuasin,Provinsi Sumatera Selatan,620040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12,,,PT Bank Perekonomian Rakyat Syariah Hasanah,Kota Pekanbaru,Provinsi Riau,620041,6952188.0,4238937.0,0.0,50000.0,0.0,0.0,0.0,183610.0,,0.0,,124385.0,1788017.0,1695045.0,357005.0,,314466.0,0.0,1781798.0,0.0,,,952129.0,1193258.0,1100714.0,0.0,-130406.0,26.0,13.16,,-1.88,,67.49,2369964.0,
